account_id,customer,industry,regime_state,previous_mrr,current_mrr
46737,Account 046737,Logistics,growth,198.1455143000,199.6917331000
46738,Account 046738,Energy,growth,70.3633377600,91.5706734200
46739,Account 046739,Health,stable,188.6384262000,204.0667278000
46740,Account 046740,EdTech,growth,1116.5977670000,1253.4197320000
46741,Account 046741,Logistics,growth,71.4412807700,91.9202544700
46742,Account 046742,EdTech,stable,70.8884608100,87.8458781200
46743,Account 046743,Consulting,stable,453.6504046000,576.2078209000
46744,Account 046744,Health,decline,94.6032441400,104.7479047000
46745,Account 046745,EdTech,growth,93.4950765000,120.8854803000
46746,Account 046746,Fintech,decline,747.7499127000,855.0916158000
46747,Account 046747,Consulting,stable,146.3896915000,184.9854406000
46748,Account 046748,Fintech,growth,208.1159847000,265.5017675000
46749,Account 046749,SaaS,growth,278.9164061000,221.8239550000
46750,Account 046750,Health,growth,400.9346339000,472.6458472000
46751,Account 046751,Consulting,stable,155.6818502000,131.7509275000
46752,Account 046752,Logistics,stable,58.9884711700,75.1624649900
46753,Account 046753,Consulting,stable,206.0095503000,264.7356462000
46754,Account 046754,Consulting,growth,90.0986764100,104.0532396000
46755,Account 046755,Consulting,decline,50.0000000000,52.5211119500
46756,Account 046756,Consulting,growth,85.0438768400,94.3205852500
46757,Account 046757,Fintech,decline,266.8377833000,322.7077284000
46758,Account 046758,Media,growth,57.1621635700,73.0626543600
46759,Account 046759,Logistics,growth,423.7825548000,514.1825636000
46760,Account 046760,Consulting,growth,59.5636927000,77.2229583300
46761,Account 046761,SaaS,decline,68.6341782400,55.6496170600
46762,Account 046762,Retail,growth,294.8633157000,391.3112552000
46763,Account 046763,Manufacturing,stable,62.8365998900,61.2470447800
46764,Account 046764,Media,decline,50.0000000000,50.0000000000
46765,Account 046765,EdTech,growth,220.3392776000,206.4330523000
46766,Account 046766,Media,decline,469.9388884000,608.9506998000
46767,Account 046767,Manufacturing,decline,142.9193406000,177.8633799000
46768,Account 046768,Media,growth,170.0642415000,168.8090677000
46769,Account 046769,Health,stable,56.4373147500,51.3757252100
46770,Account 046770,Fintech,growth,68.3902576500,77.3104959000
46771,Account 046771,Logistics,growth,133.1857562000,160.0065080000
46772,Account 046772,SaaS,growth,287.6518341000,409.1928111000
46773,Account 046773,Health,growth,60.6080272100,62.6283467900
46774,Account 046774,Health,growth,109.5605289000,103.7734466000
46775,Account 046775,SaaS,decline,96.2771035100,93.7826127000
46776,Account 046776,Logistics,stable,50.0000000000,61.4799290400
46777,Account 046777,Manufacturing,stable,70.8467178600,77.8395284100
46778,Account 046778,Fintech,stable,484.0039464000,565.0695396000
46779,Account 046779,Health,stable,50.0000000000,60.6204686500
46780,Account 046780,Media,growth,75.9888555600,79.7200381500
46781,Account 046781,Energy,decline,11394.3178700000,10088.3306300000
46782,Account 046782,Media,growth,231.8547207000,295.9401942000
46783,Account 046783,Fintech,stable,85.8615501100,92.6606880300
46784,Account 046784,SaaS,stable,53.1293413700,62.8080614300
46785,Account 046785,Consulting,growth,79.3765300700,77.5124519500
46786,Account 046786,Media,growth,104.8521002000,111.2426541000
46787,Account 046787,Energy,growth,113.8077804000,99.2812313600
46788,Account 046788,Fintech,growth,76.2279906400,65.1992491000
46789,Account 046789,Retail,stable,50.0000000000,50.0000000000
46790,Account 046790,Health,decline,81.6953858700,76.5605540400
46791,Account 046791,Energy,decline,81.6176920900,92.8624064300
46792,Account 046792,Media,stable,52.0647411000,53.3947920100
46793,Account 046793,Fintech,decline,432.1449248000,487.9370037000
46794,Account 046794,Health,stable,50.0000000000,55.4956458200
46795,Account 046795,Health,stable,78.6393566600,92.5090008900
46796,Account 046796,Health,stable,148.1797344000,117.6523717000
46797,Account 046797,Consulting,growth,87.7093527500,111.4220177000
46798,Account 046798,Media,decline,65.5622623800,71.8023311300
46799,Account 046799,Manufacturing,stable,813.3850063000,508.9770424000
46800,Account 046800,Fintech,stable,50.0000000000,50.0000000000
46801,Account 046801,Consulting,decline,221.9253092000,266.0273462000
46802,Account 046802,Fintech,growth,1344.4270340000,1289.4715830000
46803,Account 046803,Retail,stable,50.0000000000,50.0000000000
46804,Account 046804,Consulting,stable,72.1650614900,72.0740653800
46805,Account 046805,SaaS,decline,77.1633912800,70.7945032400
46806,Account 046806,Energy,stable,96.4473872600,114.9863363000
46807,Account 046807,Media,stable,137.0388332000,121.0232077000
46808,Account 046808,Media,stable,250.8424007000,285.4991515000
46809,Account 046809,Energy,growth,64.7434428800,65.6595556200
46810,Account 046810,Media,growth,1229.3184190000,516.9610382000
46811,Account 046811,SaaS,decline,75.0513309700,74.7155838000
46812,Account 046812,Health,stable,100.0368881000,129.9595078000
46813,Account 046813,Energy,stable,94.3585522900,92.9858122000
46814,Account 046814,Manufacturing,growth,50.8317752200,50.0000000000
46815,Account 046815,Logistics,decline,60.1033127100,68.1918221400
46816,Account 046816,Retail,growth,50.0000000000,64.1421266700
46817,Account 046817,Manufacturing,stable,83.6620699400,92.7737329000
46818,Account 046818,Health,decline,59.2107899200,50.0000000000
46819,Account 046819,Logistics,decline,98.0472651100,103.1148698000
46820,Account 046820,Retail,stable,557.5386345000,685.3766137000
46821,Account 046821,EdTech,stable,58.3964055800,66.0072061000
46822,Account 046822,Fintech,stable,87.2566761900,97.1328212000
46823,Account 046823,Media,stable,59.6712214100,68.3063870700
46824,Account 046824,Energy,stable,209.8953353000,201.1885633000
46825,Account 046825,EdTech,stable,336.6952474000,405.5906552000
46826,Account 046826,Energy,growth,199.8995580000,262.5894181000
46827,Account 046827,Fintech,growth,102.6951278000,88.8819874900
46828,Account 046828,Logistics,growth,122.1879837000,128.9398876000
46829,Account 046829,Retail,decline,71.4978845900,74.8909917800
46830,Account 046830,Consulting,decline,58.2260053100,50.0000000000
46831,Account 046831,EdTech,stable,119.1850207000,88.9055455700
46832,Account 046832,Retail,stable,124.5450472000,154.0052856000
46833,Account 046833,EdTech,decline,67.6804049900,78.8637174700
46834,Account 046834,EdTech,growth,125.7453343000,153.5717471000
46835,Account 046835,SaaS,growth,226.6386726000,250.9801690000
46836,Account 046836,Logistics,growth,228.7507201000,265.8397353000
46837,Account 046837,Media,stable,95.5982004900,131.9237928000
46838,Account 046838,Logistics,stable,235.4707737000,262.0039061000
46839,Account 046839,Retail,growth,121.0351439000,157.9216626000
46840,Account 046840,Media,growth,2277.5676430000,2839.3777030000
46841,Account 046841,Media,growth,57.6420890100,80.1122892700
46842,Account 046842,Fintech,decline,107.3341255000,111.7645392000
46843,Account 046843,Retail,stable,535.0259438000,559.1284399000
46844,Account 046844,Manufacturing,decline,119.7556250000,99.2579265200
46845,Account 046845,Health,decline,238.0385103000,262.4830297000
46846,Account 046846,Health,decline,358.3229388000,277.2524154000
46847,Account 046847,SaaS,decline,1291.3913420000,1701.7998310000
46848,Account 046848,Logistics,decline,1466.3245910000,1694.0529590000
46849,Account 046849,Fintech,decline,482.3743594000,505.4241842000
46850,Account 046850,Manufacturing,stable,91.4569552200,75.8673316500
46851,Account 046851,Consulting,decline,50.0000000000,55.1189867700
46852,Account 046852,Consulting,decline,92.2506212300,95.0625400400
46853,Account 046853,SaaS,stable,66.2996680400,64.2302199700
46854,Account 046854,SaaS,stable,53.7173268000,51.1040922400
46855,Account 046855,Consulting,decline,193.2615656000,151.7472014000
46856,Account 046856,Fintech,stable,146.6310244000,184.2447528000
46857,Account 046857,Manufacturing,stable,179.5685155000,218.1950023000
46858,Account 046858,Health,stable,347.7837029000,432.6512859000
46859,Account 046859,Logistics,stable,89.2425440200,83.8567487300
46860,Account 046860,Media,stable,110.3167399000,147.4964190000
46861,Account 046861,Health,stable,87.5943544200,85.5995307700
46862,Account 046862,Health,stable,249.5797660000,308.4384628000
46863,Account 046863,EdTech,growth,3498.1716970000,3919.8776260000
46864,Account 046864,Media,stable,148.6101431000,131.6554402000
46865,Account 046865,Consulting,decline,67.8548299700,72.7243304300
46866,Account 046866,Energy,stable,278.9334493000,292.0120876000
46867,Account 046867,EdTech,stable,112.6873564000,98.0451005200
46868,Account 046868,Retail,growth,171.9373656000,227.7026940000
46869,Account 046869,Energy,decline,99.1811650300,117.8461289000
46870,Account 046870,SaaS,stable,50.0000000000,54.7859076000
46871,Account 046871,Fintech,growth,107.0910475000,135.4641101000
46872,Account 046872,Health,growth,1313.8914850000,1603.2277320000
46873,Account 046873,Manufacturing,growth,258.0825673000,308.4756038000
46874,Account 046874,Retail,stable,50.0000000000,54.0671033800
46875,Account 046875,Consulting,stable,195.6182305000,248.3435912000
46876,Account 046876,Retail,stable,117.0988339000,125.1550568000
46877,Account 046877,Energy,stable,1743.0906260000,2100.9153050000
46878,Account 046878,Retail,stable,71.8331160100,74.9336878600
46879,Account 046879,EdTech,stable,290.3143305000,352.6067525000
46880,Account 046880,Retail,growth,769.6550589000,1030.9867190000
46881,Account 046881,SaaS,stable,69.6075461300,81.2229579700
46882,Account 046882,EdTech,growth,399.6971667000,465.0978940000
46883,Account 046883,EdTech,growth,166.4657759000,226.0794222000
46884,Account 046884,Retail,stable,65.8336966200,59.1446212200
46885,Account 046885,Energy,stable,581.8303050000,672.0534695000
46886,Account 046886,Consulting,stable,157.7508774000,158.9768254000
46887,Account 046887,Health,stable,59.0612893800,56.1525404300
46888,Account 046888,Retail,growth,1139.5913460000,1095.0864240000
46889,Account 046889,EdTech,growth,231.2449462000,246.2907005000
46890,Account 046890,Media,growth,89.7767887800,57.7015486300
46891,Account 046891,Fintech,stable,64.0158308100,61.6628744400
46892,Account 046892,EdTech,stable,528.3899568000,701.8810249000
46893,Account 046893,Retail,stable,50.0000000000,55.9721335000
46894,Account 046894,Energy,growth,157.8778509000,102.7439552000
46895,Account 046895,Logistics,decline,50.0000000000,55.5541742800
46896,Account 046896,Energy,stable,184.3551220000,188.8566787000
46897,Account 046897,Manufacturing,stable,228.2752669000,238.2244871000
46898,Account 046898,Health,growth,704.5228676000,760.2531394000
46899,Account 046899,Energy,growth,50.0000000000,50.0000000000
46900,Account 046900,Health,decline,50.0000000000,66.5955478500
46901,Account 046901,Health,growth,1861.1092590000,1177.9840910000
46902,Account 046902,Fintech,growth,316.6083700000,398.9320106000
46903,Account 046903,SaaS,stable,291.7496555000,376.0373794000
46904,Account 046904,Consulting,growth,393.6799182000,435.4287783000
46905,Account 046905,Health,stable,151.6598761000,199.8558639000
46906,Account 046906,Manufacturing,growth,81.9603379300,88.3939522400
46907,Account 046907,Health,growth,248.3820413000,242.3980083000
46908,Account 046908,Health,decline,246.1291746000,261.7424988000
46909,Account 046909,Fintech,growth,82.7375606200,78.9504913300
46910,Account 046910,Retail,growth,781.9889517000,782.8480664000
46911,Account 046911,Retail,growth,80.2219573900,100.9665018000
46912,Account 046912,Media,growth,50.0000000000,63.5366970100
46913,Account 046913,Health,growth,59.8667145700,56.9576707800
46914,Account 046914,Retail,decline,265.4860825000,276.1936759000
46915,Account 046915,EdTech,stable,777.5848825000,688.1028831000
46916,Account 046916,Health,growth,195.2417852000,175.6381083000
46917,Account 046917,SaaS,stable,675.2316443000,787.0251242000
46918,Account 046918,Manufacturing,stable,50.0000000000,60.1076231000
46919,Account 046919,EdTech,growth,67.5273722200,50.0000000000
46920,Account 046920,Media,growth,83.8638172100,95.2974902200
46921,Account 046921,Logistics,stable,227.4491164000,307.1456884000
46922,Account 046922,Retail,decline,109.0751349000,136.6283553000
46923,Account 046923,Health,stable,79.9955902300,103.5488572000
46924,Account 046924,EdTech,decline,50.0000000000,50.0000000000
46925,Account 046925,Logistics,stable,50.0000000000,50.0000000000
46926,Account 046926,Consulting,decline,86.6340227600,93.2253321500
46927,Account 046927,Media,decline,50.8752251500,50.0000000000
46928,Account 046928,Media,growth,55.2192552300,65.5758448900
46929,Account 046929,EdTech,decline,157.2621963000,209.9225419000
46930,Account 046930,Health,stable,87.1382143500,86.4573227400
46931,Account 046931,SaaS,growth,62.8129837700,86.6912762600
46932,Account 046932,Manufacturing,growth,55.6979284200,58.9092445000
46933,Account 046933,Energy,growth,64.8407526800,50.0000000000
46934,Account 046934,Fintech,stable,190.4459972000,166.9323686000
46935,Account 046935,SaaS,stable,65.6755353700,82.4767325400
46936,Account 046936,Consulting,stable,329.6806092000,337.8212692000
46937,Account 046937,EdTech,stable,56.9643241500,56.6090780700
46938,Account 046938,Health,growth,422.7240361000,554.9293761000
46939,Account 046939,Health,growth,163.6962691000,211.1888639000
46940,Account 046940,SaaS,growth,351.2983061000,436.0543726000
46941,Account 046941,SaaS,growth,50.0000000000,54.2152223600
46942,Account 046942,SaaS,stable,140.0013435000,70.8753895700
46943,Account 046943,Logistics,stable,58.3825847400,51.5001419000
46944,Account 046944,SaaS,growth,69.1132170600,59.0688054500
46945,Account 046945,EdTech,growth,51.3159737700,59.9176610800
46946,Account 046946,Consulting,growth,61.0752621900,79.1456930100
46947,Account 046947,Manufacturing,stable,50.0000000000,53.3895984000
46948,Account 046948,Media,decline,50.0000000000,51.7805395400
46949,Account 046949,EdTech,growth,50.0000000000,53.2403997300
46950,Account 046950,Energy,stable,247.9123484000,295.5754963000
46951,Account 046951,SaaS,growth,220.0739284000,259.3586257000
46952,Account 046952,Media,growth,59.1857612800,74.3038296000
46953,Account 046953,Manufacturing,stable,114.9859933000,131.3388195000
46954,Account 046954,Energy,stable,50.0000000000,53.4461327500
46955,Account 046955,Manufacturing,stable,50.0000000000,50.0000000000
46956,Account 046956,Fintech,growth,981.1454571000,1028.4753920000
46957,Account 046957,Energy,growth,71.8504323900,95.0786811200
46958,Account 046958,Health,growth,50.0000000000,51.3839537300
46959,Account 046959,Energy,stable,50.1141001500,58.8951011400
46960,Account 046960,Retail,growth,134.7464864000,150.7497362000
46961,Account 046961,Retail,growth,170.8451408000,171.5934535000
46962,Account 046962,EdTech,growth,50.0000000000,55.3727627000
46963,Account 046963,Logistics,stable,50.0000000000,52.5302149400
46964,Account 046964,Energy,growth,379.2483128000,399.4553625000
46965,Account 046965,Health,growth,96.4344870800,115.2975709000
46966,Account 046966,Logistics,stable,145.3026220000,142.0338609000
46967,Account 046967,Consulting,growth,50.0000000000,50.0000000000
46968,Account 046968,EdTech,stable,255.7731367000,272.7695943000
46969,Account 046969,Energy,growth,82.2028856300,99.7094285500
46970,Account 046970,Retail,growth,171.0456409000,188.1792562000
46971,Account 046971,Logistics,stable,79.3766482500,92.6545904300
46972,Account 046972,EdTech,stable,50.7082549800,50.0000000000
46973,Account 046973,Logistics,decline,50.0000000000,51.5041324100
46974,Account 046974,Consulting,stable,54.0606674300,51.0400638400
46975,Account 046975,SaaS,growth,62.6847986100,50.0000000000
46976,Account 046976,Energy,stable,50.0000000000,50.0000000000
46977,Account 046977,EdTech,stable,65.8633362100,71.6682038700
46978,Account 046978,Retail,stable,54.4967148500,54.3147013700
46979,Account 046979,Fintech,stable,60.5563812100,50.0000000000
46980,Account 046980,Retail,decline,8502.9688610000,10615.3345600000
46981,Account 046981,SaaS,growth,449.1773722000,667.9974170000
46982,Account 046982,Manufacturing,growth,81.8314182000,50.0000000000
46983,Account 046983,Media,stable,392.0824532000,492.4702655000
46984,Account 046984,Consulting,growth,66.4714224300,79.3990758900
46985,Account 046985,Media,stable,54.8894158400,62.0026874300
46986,Account 046986,Fintech,growth,50.0000000000,50.6446549700
46987,Account 046987,Retail,stable,189.5276776000,108.9071075000
46988,Account 046988,Health,stable,50.0000000000,57.3997283100
46989,Account 046989,Consulting,stable,384.2113448000,348.9868686000
46990,Account 046990,Media,growth,124.7884778000,173.8873957000
46991,Account 046991,Consulting,decline,87.3468058400,97.6758669100
46992,Account 046992,Logistics,stable,346.0083854000,395.5982892000
46993,Account 046993,Energy,stable,285.5762418000,400.2344024000
46994,Account 046994,Manufacturing,stable,839.2875013000,1076.6900240000
46995,Account 046995,Media,decline,111.2930554000,116.2731010000
46996,Account 046996,Logistics,growth,62.0468131700,55.8411328900
46997,Account 046997,Media,growth,570.6061076000,702.8792322000
46998,Account 046998,Media,decline,83.5922876000,92.8418262100
46999,Account 046999,Energy,stable,59.7079459500,66.8348027100
47000,Account 047000,Consulting,decline,394.1547981000,539.9774880000
47001,Account 047001,Manufacturing,stable,210.9007785000,264.5103127000
47002,Account 047002,SaaS,decline,67.4818469500,71.2859787300
47003,Account 047003,Retail,stable,149.3742657000,102.0825929000
47004,Account 047004,EdTech,decline,56.5255284600,59.9669726600
47005,Account 047005,Energy,stable,1075.4243370000,1383.8904760000
47006,Account 047006,SaaS,stable,928.9388170000,967.3961916000
47007,Account 047007,Fintech,stable,50.1114475100,67.0982960000
47008,Account 047008,Retail,growth,75.6516812900,96.9312814700
47009,Account 047009,Health,stable,77.1012943200,92.9058700500
47010,Account 047010,Manufacturing,growth,66.3678254400,79.4187320000
47011,Account 047011,Media,stable,94.4345501500,131.0041737000
47012,Account 047012,Media,stable,98.2982125400,62.7654143200
47013,Account 047013,Fintech,growth,402.5592919000,457.7410668000
47014,Account 047014,Retail,stable,78.0420409500,72.8265291600
47015,Account 047015,SaaS,decline,334.3252788000,265.1323065000
47016,Account 047016,SaaS,decline,97.3217495500,52.5664207900
47017,Account 047017,Manufacturing,stable,87.1215185700,75.9908388500
47018,Account 047018,Health,growth,50.0000000000,61.8957336800
47019,Account 047019,Consulting,stable,143.3110042000,183.0020974000
47020,Account 047020,Health,decline,225.3363407000,181.1553554000
47021,Account 047021,Energy,growth,221.6009270000,270.4214119000
47022,Account 047022,Logistics,stable,58.6883088600,71.3143267400
47023,Account 047023,Retail,stable,50.0000000000,53.8877938700
47024,Account 047024,Retail,stable,224.9189304000,202.3991130000
47025,Account 047025,Logistics,stable,2521.8621490000,2757.5791220000
47026,Account 047026,Fintech,stable,72.7407594300,65.2778717900
47027,Account 047027,Consulting,stable,96.5466604800,110.2531651000
47028,Account 047028,EdTech,stable,115.5916282000,121.8628838000
47029,Account 047029,Manufacturing,stable,98.9836614800,66.3360183600
47030,Account 047030,EdTech,stable,129.7916343000,109.5861304000
47031,Account 047031,SaaS,stable,55.5586312100,50.0000000000
47032,Account 047032,EdTech,stable,50.0000000000,50.0000000000
47033,Account 047033,Energy,stable,522.1249785000,325.9987502000
47034,Account 047034,Consulting,growth,69.3208156800,82.4781869000
47035,Account 047035,Fintech,growth,50.0000000000,58.8976526400
47036,Account 047036,Retail,decline,67.2458378800,61.2845622500
47037,Account 047037,Manufacturing,growth,96.8584389100,86.0525256700
47038,Account 047038,Retail,stable,71.4909620300,84.6769124500
47039,Account 047039,Manufacturing,stable,132.2598038000,136.5412314000
47040,Account 047040,Media,stable,66.4295986100,76.2577293100
47041,Account 047041,Retail,decline,61.9515233800,50.0000000000
47042,Account 047042,Health,stable,17619.1880900000,14375.8253200000
47043,Account 047043,Manufacturing,stable,129.3055770000,154.9487588000
47044,Account 047044,SaaS,decline,50.0000000000,50.0000000000
47045,Account 047045,SaaS,stable,103.1983766000,79.2616554800
47046,Account 047046,EdTech,growth,56.6375093900,58.4166287500
47047,Account 047047,Logistics,stable,69.5732114700,50.0000000000
47048,Account 047048,SaaS,growth,3048.6888940000,3160.3002170000
47049,Account 047049,SaaS,growth,99.4122918900,91.4110609800
47050,Account 047050,SaaS,stable,97.3003715100,127.5407243000
47051,Account 047051,Consulting,stable,88.8757304200,97.6405254700
47052,Account 047052,SaaS,decline,62.2209889900,66.6158320700
47053,Account 047053,Energy,decline,78.0366273900,78.8311224100
47054,Account 047054,Fintech,growth,138.2676287000,124.2831236000
47055,Account 047055,Manufacturing,growth,163.6262940000,149.8258764000
47056,Account 047056,Fintech,stable,91.9606723200,111.1657993000
47057,Account 047057,EdTech,decline,173.9584423000,221.3360070000
47058,Account 047058,EdTech,stable,242.6558216000,285.9942728000
47059,Account 047059,Energy,stable,67.2658680000,68.5932282700
47060,Account 047060,Health,growth,50.0000000000,61.5744138700
47061,Account 047061,Manufacturing,stable,50.0000000000,58.1339688800
47062,Account 047062,Health,stable,115.1900915000,127.6055820000
47063,Account 047063,Manufacturing,stable,50.0000000000,50.0334850900
47064,Account 047064,Retail,decline,50.0000000000,50.0000000000
47065,Account 047065,Health,growth,80.4552025000,99.0634969300
47066,Account 047066,Energy,stable,501.0761484000,598.7164570000
47067,Account 047067,SaaS,stable,80.5982048400,100.7576271000
47068,Account 047068,Media,growth,90.2960361400,72.3181303400
47069,Account 047069,Retail,stable,67.0929058100,85.8261473300
47070,Account 047070,Energy,stable,78.4484352800,50.0000000000
47071,Account 047071,Media,growth,65.6525958500,68.7181945900
47072,Account 047072,Fintech,growth,63.1321138600,76.0597127400
47073,Account 047073,EdTech,growth,50.4793082100,57.5646665300
47074,Account 047074,SaaS,growth,78.4352087300,95.7158734400
47075,Account 047075,SaaS,growth,58.9772428700,65.4193085800
47076,Account 047076,Media,stable,67.6800146800,50.0000000000
47077,Account 047077,Media,stable,260.2477611000,121.6193179000
47078,Account 047078,Logistics,growth,713.7821555000,855.3808603000
47079,Account 047079,Logistics,stable,694.9111558000,873.5335380000
47080,Account 047080,Media,growth,95.3851217500,94.4277405200
47081,Account 047081,Retail,growth,65.8872136500,72.2478739300
47082,Account 047082,Retail,stable,166.2977235000,225.1656883000
47083,Account 047083,Fintech,stable,5661.2078390000,6476.1436410000
47084,Account 047084,SaaS,decline,113.4523264000,92.8493893600
47085,Account 047085,Logistics,stable,51.0960777000,57.4006380300
47086,Account 047086,Manufacturing,decline,261.6864820000,111.6286471000
47087,Account 047087,EdTech,stable,507.1869690000,493.9432843000
47088,Account 047088,SaaS,stable,109.4080592000,50.0000000000
47089,Account 047089,EdTech,stable,194.9355189000,171.4214404000
47090,Account 047090,Consulting,growth,328.2808486000,340.1800446000
47091,Account 047091,Logistics,stable,109.2911909000,131.1309351000
47092,Account 047092,Logistics,decline,50.0000000000,50.0000000000
47093,Account 047093,Consulting,stable,50.0000000000,159.7799060000
47094,Account 047094,Manufacturing,stable,134.1950444000,145.9932432000
47095,Account 047095,Fintech,stable,51.4333168000,50.0000000000
47096,Account 047096,Fintech,growth,72.9938639300,90.8901259600
47097,Account 047097,Fintech,stable,50.0000000000,50.0000000000
47098,Account 047098,Logistics,stable,2604.7857890000,2531.0723980000
47099,Account 047099,Logistics,stable,53.7907751100,55.6406012000
47100,Account 047100,Logistics,growth,136.8590576000,147.3646613000
47101,Account 047101,SaaS,growth,70.3294565900,81.7925895900
47102,Account 047102,Energy,growth,293.5954436000,261.2514572000
47103,Account 047103,Consulting,growth,162.4544338000,201.3143866000
47104,Account 047104,Health,growth,52.0850698000,51.3880483600
47105,Account 047105,Energy,stable,1514.8770710000,1105.7936240000
47106,Account 047106,Media,growth,314.8276789000,406.6488153000
47107,Account 047107,Retail,decline,63.6376607300,50.0000000000
47108,Account 047108,Consulting,stable,73.2171696100,86.9012274500
47109,Account 047109,Consulting,stable,56.3403057200,66.4603031200
47110,Account 047110,Retail,growth,50.0000000000,50.0000000000
47111,Account 047111,Fintech,decline,50.0000000000,50.0000000000
47112,Account 047112,Media,growth,272.6903743000,341.4572681000
47113,Account 047113,Logistics,stable,395.3085344000,572.2460552000
47114,Account 047114,SaaS,decline,588.8867494000,800.1952004000
47115,Account 047115,Media,stable,349.2836190000,374.9674214000
47116,Account 047116,Fintech,stable,52.0391314700,55.2192177300
47117,Account 047117,Media,stable,50.0000000000,50.0000000000
47118,Account 047118,Manufacturing,decline,104.2118307000,121.7982826000
47119,Account 047119,Energy,stable,50.0000000000,52.0220249600
47120,Account 047120,Media,stable,202.9238432000,243.3201485000
47121,Account 047121,Energy,decline,261.8290962000,297.4246028000
47122,Account 047122,EdTech,decline,55.1542326700,55.0735265600
47123,Account 047123,Manufacturing,growth,66.5869565200,50.0000000000
47124,Account 047124,Manufacturing,decline,52.5583696800,50.0000000000
47125,Account 047125,Retail,stable,84.7326249100,69.3555988600
47126,Account 047126,Retail,stable,50.0000000000,62.3780546200
47127,Account 047127,SaaS,stable,1631.2180670000,2016.6566250000
47128,Account 047128,Health,growth,50.0000000000,66.3192116500
47129,Account 047129,Retail,stable,463.2219067000,566.8347074000
47130,Account 047130,Media,decline,50.0000000000,54.5180311700
47131,Account 047131,Manufacturing,growth,128.5220453000,177.1082043000
47132,Account 047132,Energy,stable,80.7341321700,84.0018465400
47133,Account 047133,Consulting,growth,57.1888451300,55.0213169700
47134,Account 047134,Retail,growth,50.0000000000,51.7490607400
47135,Account 047135,Manufacturing,decline,94.5925575500,102.1542023000
47136,Account 047136,Energy,growth,128.1178754000,168.6920371000
47137,Account 047137,Consulting,stable,78.8246533800,87.3295832800
47138,Account 047138,Retail,growth,65.9576186100,69.4648682200
47139,Account 047139,Energy,decline,273.4530160000,299.4990768000
47140,Account 047140,Retail,growth,71.6332072600,93.8586232100
47141,Account 047141,SaaS,stable,1440.5416130000,1814.3647770000
47142,Account 047142,Retail,decline,133.1962765000,165.5901108000
47143,Account 047143,EdTech,decline,224.8730044000,320.6618484000
47144,Account 047144,Logistics,growth,79.6779052000,50.0000000000
47145,Account 047145,SaaS,decline,63.7791844900,70.9417348800
47146,Account 047146,Health,decline,54.0406265300,68.9167200200
47147,Account 047147,Consulting,stable,50.0000000000,69.3729594200
47148,Account 047148,Logistics,decline,134.2061582000,160.7381912000
47149,Account 047149,Manufacturing,stable,52.2229629000,50.0000000000
47150,Account 047150,Health,growth,116.4748464000,154.0081032000
47151,Account 047151,Retail,stable,760.5889838000,1042.6528760000
47152,Account 047152,SaaS,decline,280.9687863000,293.7841573000
47153,Account 047153,Consulting,decline,341.5248902000,243.6561627000
47154,Account 047154,Logistics,stable,105.2622305000,107.4087915000
47155,Account 047155,Fintech,stable,52.4242228200,50.0000000000
47156,Account 047156,Media,stable,66.8628939400,60.8266610500
47157,Account 047157,Retail,decline,227.7716307000,294.1224791000
47158,Account 047158,EdTech,decline,106.2713422000,114.8258040000
47159,Account 047159,Manufacturing,stable,50.0000000000,60.6160277800
47160,Account 047160,Retail,decline,312.3347857000,291.0573106000
47161,Account 047161,Manufacturing,decline,170.0226777000,216.5158375000
47162,Account 047162,Media,growth,64.2413102200,63.2944521400
47163,Account 047163,Consulting,stable,2461.4089940000,2788.4101790000
47164,Account 047164,Media,growth,69.9664694400,79.1023901300
47165,Account 047165,Fintech,stable,79.3822383800,76.5461593800
47166,Account 047166,Fintech,stable,100.2106869000,125.2905897000
47167,Account 047167,Retail,decline,50.0000000000,56.4577524100
47168,Account 047168,Media,stable,50.0000000000,50.4689527700
47169,Account 047169,SaaS,decline,50.0000000000,52.4160484300
47170,Account 047170,Logistics,stable,878.3720390000,1085.7324020000
47171,Account 047171,Health,stable,50.0000000000,58.0833417400
47172,Account 047172,Manufacturing,stable,117.2047696000,102.8683291000
47173,Account 047173,EdTech,stable,83.0149756200,89.2776327700
47174,Account 047174,SaaS,growth,91.1495980600,112.7155788000
47175,Account 047175,EdTech,growth,76.6908128500,57.1122152000
47176,Account 047176,EdTech,growth,57.3399396200,67.0479143300
47177,Account 047177,Media,stable,51.6339167200,69.2575809000
47178,Account 047178,Energy,growth,621.7852302000,866.1408075000
47179,Account 047179,Energy,decline,458.5105077000,417.1398204000
47180,Account 047180,SaaS,decline,54.3121562700,61.9520059900
47181,Account 047181,EdTech,stable,215.5370208000,261.8852997000
47182,Account 047182,Health,stable,68.1239960000,63.5477158100
47183,Account 047183,Media,growth,146.4112951000,141.4851898000
47184,Account 047184,EdTech,stable,50.0000000000,51.2918754000
47185,Account 047185,Fintech,growth,52.8974297900,64.3833469600
47186,Account 047186,Health,stable,50.0000000000,50.0000000000
47187,Account 047187,Consulting,growth,2069.3673630000,2234.4347990000
47188,Account 047188,Health,stable,227.9612005000,280.6120883000
47189,Account 047189,Consulting,decline,65.9019727100,63.6718601400
47190,Account 047190,Retail,stable,75.1658462700,81.0865836100
47191,Account 047191,EdTech,decline,55.9444924500,59.7551532900
47192,Account 047192,Logistics,growth,209.4863566000,227.3884710000
