account_id,month,company_size,industry,contract_type,discount_pct,regime_state,active_users,usage_growth,feature_adoption_rate,error_rate,tickets_count,ticket_growth,payment_delay_flag,current_mrr,next_month_mrr,previous_month,previous_mrr,previous_active_users,previous_feature_adoption_rate,previous_error_rate,previous_tickets_count,previous_discount_pct,mrr_change,mrr_change_pct,absolute_mrr_change,change_direction,active_users_change,active_users_change_pct,feature_adoption_change,error_rate_change,tickets_change,tickets_change_pct,discount_change,transaction_id,timestamp,transaction_type,amount,reason_code,transaction_count,transaction_ids,transaction_timestamps,transaction_types,transaction_amounts,reason_codes,transaction_amount_total,transaction_reconciliation_diff,positive_transaction_amount,negative_transaction_amount,new_arr_amount,expansion_amount,contraction_amount,churn_amount,sla_credit_amount,refund_amount,usage_overage_amount,new_arr_share,expansion_share,contraction_share,churn_share,sla_credit_share,refund_share,usage_overage_share,largest_transaction_id,largest_transaction_timestamp,largest_transaction_type,largest_transaction_amount,largest_transaction_reason_code,largest_positive_transaction_amount,largest_negative_transaction_amount,primary_transaction_type,primary_reason_code,primary_driver_amount,primary_driver_share,secondary_transaction_type,secondary_reason_code,secondary_driver_amount,secondary_driver_share,change_classification,usage_signal,adoption_signal,reliability_signal,support_signal,payment_signal,usage_growth_driver_flag,feature_adoption_driver_flag,error_rate_driver_flag,ticket_growth_driver_flag,payment_delay_driver_flag,discount_driver_flag,variance_score,variance_rank,material_variance_flag,account_contribution_to_total_change,account_contribution_pct,company_size_mrr_change,company_size_contribution_pct,industry_mrr_change,industry_contribution_pct,contract_type_mrr_change,contract_type_contribution_pct,prior_3m_avg_mrr,prior_3m_avg_change,prior_3m_avg_change_pct,prior_3m_max_change,prior_3m_min_change,change_vs_prior_3m_avg,historical_change_label,churn_flag,churn_reason_code,driver_summary,evidence_summary
ACC-0050,18,SMB,Real Estate,Monthly,0.0055,decline,21.358,0.106109,0.07575,0.020418,1,inf,0,1806.46,1806.46,17,2070.73,20.5185,0.076095,0.013139,0,0.0055,-264.27,-0.12762166,264.27,decrease,0.8395,0.0409142969,-0.000345,0.007279,1,inf,0,CR-2026-06-007,2026-06-17T10:00:00,Contraction,-264.27,Seat_Reduction,1,"[""CR-2026-06-007""]","[""2026-06-17T10:00:00""]","[""Contraction""]",[-264.27],"[""Seat_Reduction""]",-264.27,0,0,-264.27,0,0,-264.27,0,0,0,0,0,0,1,0,0,0,0,CR-2026-06-007,2026-06-17T10:00:00,Contraction,-264.27,Seat_Reduction,0,-264.27,Contraction,Seat_Reduction,-264.27,1,,,0,0,Contraction,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.0494569164,11,False,-264.27,-0.0070862272,-13022.36,-0.3491860639,3197.65,0.0857428928,30917.89,0.8290429933,2070.73,0,0,0,0,-264.27,normal,False,,Contraction -264.2700,1 transactions; largest CR-2026-06-007 -264.2700 (Seat_Reduction)
ACC-0051,18,SMB,Technology,Monthly,0.1457,stable,27.6439,-0.046621,0.062284,0.012571,2,1,0,1633.66,1633.66,17,1633.66,22.9103,0.053114,0.024703,1,0.1457,0,0,0,increase,4.7336,0.2066144922,0.00917,-0.012132,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,positive,stable,stable,True,False,False,False,False,False,0,45,False,0,0,-13022.36,-0.3491860639,5057.13,0.1356036325,30917.89,0.8290429933,1633.66,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0052,18,SMB,Technology,Monthly,0.0089,stable,17.7671,0.11292,0.072908,0.019886,2,1,0,1443.82,1120.25,17,1443.82,15.443,0.069946,0.020675,1,0.0089,0,0,0,increase,2.3241,0.1504953701,0.002962,-0.000789,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,46,False,0,0,-13022.36,-0.3491860639,5057.13,0.1356036325,30917.89,0.8290429933,1443.82,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0053,18,Mid-Market,Manufacturing,Monthly,0.014,stable,129.6029,0.069433,0.074245,0.080618,4,3,0,8437.26,6791.47,17,8437.26,126.3022,0.065652,0.020569,1,0.014,0,0,0,increase,3.3007,0.0261333532,0.008593,0.060049,3,3,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,negative,negative,stable,True,False,True,True,False,False,0,47,False,0,0,14449.58,0.3874560345,0,0,30917.89,0.8290429933,8142.5333333333,-183.06,-0.0183375578,442.09,-991.27,183.06,normal,False,,No driver activity this period.,0 transactions
ACC-0054,18,Mid-Market,Logistics,Annual,0.1334,stable,56.7669,0.063094,0.076593,0.014533,2,1,0,11320.68,11320.68,17,11320.68,55.8063,0.061701,0.020674,1,0.1334,0,0,0,increase,0.9606,0.0172131103,0.014892,-0.006141,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,48,False,0,0,14449.58,0.3874560345,35866.25,0.9617300294,2790.76,0.0748324036,11548.3566666667,-227.6766666667,-0.0189671915,0,-683.03,227.6766666667,normal,False,,No driver activity this period.,0 transactions
ACC-0056,18,Enterprise,Logistics,Monthly,0.086,growth,420.8655,0.041313,0.123873,0.020175,2,1,0,158987.86,158987.86,17,123121.61,410.487,0.112094,0.012455,1,0.086,35866.25,0.291307513,35866.25,increase,10.3785,0.0252833829,0.011779,0.00772,1,1,0,INV-2026-06-009,2026-06-24T10:00:00,Expansion,35866.25,Seat_Add,1,"[""INV-2026-06-009""]","[""2026-06-24T10:00:00""]","[""Expansion""]",[35866.25],"[""Seat_Add""]",35866.25,0,35866.25,0,0,35866.25,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-06-009,2026-06-24T10:00:00,Expansion,35866.25,Seat_Add,35866.25,0,Expansion,Seat_Add,35866.25,1,,,0,0,Expansion,positive,positive,stable,stable,stable,True,True,False,False,False,False,0.7519576295,1,True,35866.25,0.9617300294,35866.25,0.9617300294,35866.25,0.9617300294,30917.89,0.8290429933,123121.61,0,0,0,0,35866.25,normal,False,,"Expansion +35,866.2500","1 transactions; largest INV-2026-06-009 +35,866.2500 (Seat_Add)"
ACC-0057,18,SMB,Media,Annual,0.192,stable,32.7642,-0.030039,0.060645,0.020173,3,-0.25,0,1125.34,1125.34,17,1125.34,30.2899,0.059541,0.082703,4,0.192,0,0,0,increase,2.4743,0.0816872951,0.001104,-0.06253,-1,-0.25,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,positive,stable,stable,True,False,False,False,False,False,0,49,False,0,0,-13022.36,-0.3491860639,0,0,2790.76,0.0748324036,1125.34,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0059,18,SMB,Fintech,Monthly,0.095,stable,13.0938,0.043955,0.111704,0.015854,3,-0.25,0,1287.22,1043.49,17,1287.22,12.0296,0.106426,0.089587,4,0.095,0,0,0,increase,1.0642,0.0884651194,0.005278,-0.073733,-1,-0.25,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,positive,stable,stable,True,False,False,False,False,False,0,50,False,0,0,-13022.36,-0.3491860639,-2305.12,-0.0618102847,30917.89,0.8290429933,1287.22,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0060,18,Mid-Market,Education,Monthly,0.0488,stable,93.3375,-0.028559,0.117453,0.01506,3,0,0,38801.55,48220.09,17,38801.55,90.4476,0.118468,0.010187,3,0.0488,0,0,0,increase,2.8899,0.0319510965,-0.001015,0.004873,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,51,False,0,0,14449.58,0.3874560345,526.81,0.0141260655,30917.89,0.8290429933,37719.0433333333,3978.6833333333,0.1382496266,8688.53,0,-3978.6833333333,normal,False,,No driver activity this period.,0 transactions
ACC-0061,18,SMB,Real Estate,Monthly,0.1115,stable,28.6377,0.123493,0.09735,0.088424,5,1.5,0,670.69,670.69,17,670.69,24.3862,0.101828,0.011039,2,0.1115,0,0,0,increase,4.2515,0.1743404056,-0.004478,0.077385,3,1.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,negative,negative,stable,True,False,True,True,False,False,0,52,False,0,0,-13022.36,-0.3491860639,3197.65,0.0857428928,30917.89,0.8290429933,693.53,-22.84,-0.0308978504,0,-68.52,22.84,normal,False,,No driver activity this period.,0 transactions
ACC-0062,18,Mid-Market,Real Estate,Annual,0.19,stable,54.0547,0.135824,0.073746,0.022088,2,1,0,7834.26,7834.26,17,7834.26,52.2416,0.064741,0.011557,1,0.19,0,0,0,increase,1.8131,0.034706058,0.009005,0.010531,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,negative,stable,stable,True,False,True,False,False,False,0,53,False,0,0,14449.58,0.3874560345,3197.65,0.0857428928,2790.76,0.0748324036,7834.26,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0063,18,Mid-Market,Retail,Annual,0.0949,growth,187.2164,-0.022241,0.055598,0.024924,2,0,1,28512.93,28512.93,17,23367.65,182.9087,0.055313,0.019503,2,0.0949,5145.28,0.2201881661,5145.28,increase,4.3077,0.0235510941,0.000285,0.005421,0,0,0,INV-2026-06-010,2026-06-07T10:00:00,Expansion,5145.28,Plan_Upgrade,1,"[""INV-2026-06-010""]","[""2026-06-07T10:00:00""]","[""Expansion""]",[5145.28],"[""Plan_Upgrade""]",5145.28,0,5145.28,0,0,5145.28,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-06-010,2026-06-07T10:00:00,Expansion,5145.28,Plan_Upgrade,5145.28,0,Expansion,Plan_Upgrade,5145.28,1,,,0,0,Expansion,negative,stable,stable,stable,negative,True,False,False,False,True,False,0.1703131868,7,False,5145.28,0.1379673171,14449.58,0.3874560345,5145.28,0.1379673171,2790.76,0.0748324036,22707.82,659.83,0.0308502461,1979.49,0,4485.45,unusual_increase,False,,"Expansion +5,145.2800","1 transactions; largest INV-2026-06-010 +5,145.2800 (Plan_Upgrade)"
ACC-0064,18,Mid-Market,Real Estate,Monthly,0.0478,stable,88.2135,0.098802,0.069048,0.016319,1,0,0,11845.81,11203.13,17,11845.81,84.5945,0.064089,0.018609,1,0.0478,0,0,0,increase,3.619,0.042780559,0.004959,-0.00229,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,54,False,0,0,14449.58,0.3874560345,3197.65,0.0857428928,30917.89,0.8290429933,12110.8833333333,142.1666666667,0.0169478047,1648.22,-1221.72,-142.1666666667,normal,False,,No driver activity this period.,0 transactions
ACC-0066,18,Mid-Market,Healthcare,Monthly,0.0662,stable,30.1598,0.010085,0.06422,0.01779,1,0,0,3278.32,3278.32,17,3278.32,26.254,0.059689,0.010203,1,0.0662,0,0,0,increase,3.9058,0.1487697113,0.004531,0.007587,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,55,False,0,0,14449.58,0.3874560345,-2248.51,-0.0602923246,30917.89,0.8290429933,3278.32,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0067,18,SMB,Technology,Multi-Year,0.0039,churned,9.3902,0.028306,0.081941,0.012109,2,1,0,0,,17,235.08,11.4339,0.068938,0.015363,1,0.0039,-235.08,-1,235.08,decrease,-2.0437,-0.1787404123,0.013003,-0.003254,1,1,0,CR-2026-06-008,2026-06-16T10:00:00,Churn,-235.08,Budget_Cut,1,"[""CR-2026-06-008""]","[""2026-06-16T10:00:00""]","[""Churn""]",[-235.08000000000004],"[""Budget_Cut""]",-235.08,0,0,-235.08,0,0,0,-235.08,0,0,0,0,0,0,1,0,0,0,CR-2026-06-008,2026-06-16T10:00:00,Churn,-235.08,Budget_Cut,0,-235.08,Churn,Budget_Cut,-235.08,1,,,0,0,Churn,positive,positive,stable,stable,stable,True,True,False,False,False,False,0.3542603283,5,True,-235.08,-0.0063035164,-13022.36,-0.3491860639,5057.13,0.1356036325,3584.82,0.096124603,287.0066666667,-25.9633333333,-0.082957898,0,-77.89,-209.1166666667,unusual_decrease,True,Budget_Cut,Churn -235.0800,1 transactions; largest CR-2026-06-008 -235.0800 (Budget_Cut)
ACC-0068,18,SMB,Education,Multi-Year,0.1907,growth,26.591,0.041841,0.072213,0.01037,2,0,0,4308.51,4308.51,17,4103.3,24.2255,0.074797,0.020787,2,0.1907,205.21,0.0500109668,205.21,increase,2.3655,0.0976450434,-0.002584,-0.010417,0,0,0,INV-2026-06-011,2026-06-27T10:00:00,Expansion,205.21,Plan_Upgrade,1,"[""INV-2026-06-011""]","[""2026-06-27T10:00:00""]","[""Expansion""]",[205.21],"[""Plan_Upgrade""]",205.21,0,205.21,0,0,205.21,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-06-011,2026-06-27T10:00:00,Expansion,205.21,Plan_Upgrade,205.21,0,Expansion,Plan_Upgrade,205.21,1,,,0,0,Expansion,positive,stable,positive,stable,stable,True,False,False,False,False,False,0.021222836,16,False,205.21,0.0055025719,-13022.36,-0.3491860639,526.81,0.0141260655,3584.82,0.096124603,3250.5033333333,719.59,0.2832540844,989.85,578.69,-514.38,normal,False,,Expansion +205.2100,1 transactions; largest INV-2026-06-011 +205.2100 (Plan_Upgrade)
ACC-0069,18,Mid-Market,Logistics,Monthly,0.0058,stable,97.8306,0.044197,0.109694,0.012068,1,-0.5,0,13506.3,13506.3,17,13506.3,97.3659,0.10114,0.024366,2,0.0058,0,0,0,increase,0.4647,0.0047727182,0.008554,-0.012298,-1,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,positive,stable,stable,True,False,False,False,False,False,0,56,False,0,0,14449.58,0.3874560345,35866.25,0.9617300294,30917.89,0.8290429933,13951.97,-666.46,-0.0400307454,662.37,-2661.75,666.46,normal,False,,No driver activity this period.,0 transactions
ACC-0070,18,Enterprise,Technology,Annual,0.1814,stable,551.9807,0.077466,0.132856,0.024276,2,1,0,135910.43,135910.43,17,135910.43,551.7594,0.126254,0.019269,1,0.1814,0,0,0,increase,0.2213,0.0004010806,0.006602,0.005007,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,57,False,0,0,35866.25,0.9617300294,5057.13,0.1356036325,2790.76,0.0748324036,151830.0466666667,-4068.8466666667,-0.0165766763,23345.77,-35552.31,4068.8466666667,normal,False,,No driver activity this period.,0 transactions
ACC-0001,19,Enterprise,Technology,Annual,0.049,stable,424.2731,0.055918,0.117287,0.014241,2,1,0,91452.26,91452.26,18,91452.26,422.9837,0.126308,0.019906,1,0.049,0,0,0,increase,1.2894,0.0030483444,-0.009021,-0.005665,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,17,False,0,0,0,0,8124.46,1.4646742168,-8711.79,-1.5705578211,91452.26,2891.2033333333,0.0349269206,8673.61,0,-2891.2033333333,normal,False,,No driver activity this period.,0 transactions
ACC-0002,19,Enterprise,Healthcare,Annual,0.0064,stable,315.0202,0.07369,0.150228,0.023551,2,0,0,130990.84,130990.84,18,130990.84,312.406,0.135078,0.013452,2,0.0064,0,0,0,increase,2.6142,0.0083679571,0.01515,0.010099,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,negative,stable,stable,True,True,True,False,False,False,0,18,False,0,0,0,0,-694.86,-0.1252690673,-8711.79,-1.5705578211,130990.84,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0003,19,Mid-Market,Real Estate,Monthly,0.13,stable,76.7386,-0.012909,0.127471,0.022677,2,1,0,15170.99,20158.08,18,15170.99,73.4003,0.120248,0.017611,1,0.13,0,0,0,increase,3.3383,0.0454807405,0.007223,0.005066,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,19,False,0,0,15390.27,2.7745513743,341.49,0.0615636729,6041.92,1.0892347853,15170.99,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0004,19,SMB,Fintech,Annual,0.0319,churned,56.6059,0.115375,0.081288,0.012314,1,0,0,0,,18,10177.82,53.5419,0.072747,0.021822,1,0.0319,-10177.82,-1,10177.82,decrease,3.064,0.0572262098,0.008541,-0.009508,0,0,0,CR-2026-07-001,2026-07-19T10:00:00,Churn,-10177.82,Competitor_Switch,1,"[""CR-2026-07-001""]","[""2026-07-19T10:00:00""]","[""Churn""]",[-10177.82],"[""Competitor_Switch""]",-10177.82,0,0,-10177.82,0,0,0,-10177.82,0,0,0,0,0,0,1,0,0,0,CR-2026-07-001,2026-07-19T10:00:00,Churn,-10177.82,Competitor_Switch,0,-10177.82,Churn,Competitor_Switch,-10177.82,1,,,0,0,Churn,positive,stable,stable,stable,stable,True,False,False,False,False,False,1,1,True,-10177.82,-1.8348530902,-9843.33,-1.7745513743,-10175.63,-1.8344582779,-8711.79,-1.5705578211,10177.82,0,0,0,0,-10177.82,normal,True,Competitor_Switch,"Churn -10,177.8200","1 transactions; largest CR-2026-07-001 -10,177.8200 (Competitor_Switch)"
ACC-0005,19,SMB,Energy,Monthly,0.076,stable,32.9345,0.001691,0.183754,0.016659,4,-0.4285714286,0,1583.37,1583.37,18,1583.37,31.8131,0.172224,0.084037,7,0.076,0,0,0,increase,1.1214,0.0352496299,0.01153,-0.067378,-3,-0.4285714286,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,positive,positive,positive,stable,False,True,False,False,False,False,0,20,False,0,0,-9843.33,-1.7745513743,205.54,0.0370546644,6041.92,1.0892347853,1583.37,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0006,19,Mid-Market,Media,Annual,0.1946,stable,457.0434,0.044448,0.172089,0.07922,5,1.5,0,154792.92,0,18,154792.92,457.3583,0.164588,0.02494,2,0.1946,0,0,0,increase,-0.3149,-0.0006885193,0.007501,0.05428,3,1.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,negative,negative,stable,True,False,True,True,False,False,0,21,False,0,0,15390.27,2.7745513743,-200.82,-0.0362037448,-8711.79,-1.5705578211,154792.92,-10668.12,-0.0571106817,0,-32004.36,10668.12,normal,False,,No driver activity this period.,0 transactions
ACC-0007,19,Mid-Market,Technology,Multi-Year,0.0723,growth,186.2784,-0.058054,0.145993,0.012013,1,0,0,28827.15,34237.27,18,21434.45,178.4361,0.140264,0.023084,1,0.0723,7392.7,0.3448980496,7392.7,increase,7.8423,0.0439501872,0.005729,-0.011071,0,0,0,INV-2026-07-001,2026-07-03T10:00:00,Expansion,7392.7,Feature_Upgrade,1,"[""INV-2026-07-001""]","[""2026-07-03T10:00:00""]","[""Expansion""]",[7392.7],"[""Feature_Upgrade""]",7392.7,0,7392.7,0,0,7392.7,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-07-001,2026-07-03T10:00:00,Expansion,7392.7,Feature_Upgrade,7392.7,0,Expansion,Feature_Upgrade,7392.7,1,,,0,0,Expansion,negative,stable,positive,stable,stable,True,False,False,False,False,False,0.5928444002,3,True,7392.7,1.3327528331,15390.27,2.7745513743,8124.46,1.4646742168,8216.81,1.4813230358,20517.9366666667,458.2566666667,0.0228446649,1374.77,0,6934.4433333333,unusual_increase,False,,"Expansion +7,392.7000","1 transactions; largest INV-2026-07-001 +7,392.7000 (Feature_Upgrade)"
ACC-0010,19,SMB,Healthcare,Annual,0.0342,stable,53.3166,0.129239,0.127613,0.014517,4,-0.3333333333,0,6054.68,6054.68,18,6054.68,54.1295,0.126191,0.081207,6,0.0342,0,0,0,increase,-0.8129,-0.0150176891,0.001422,-0.06669,-2,-0.3333333333,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,positive,positive,stable,True,False,False,False,False,False,0,22,False,0,0,-9843.33,-1.7745513743,-694.86,-0.1252690673,-8711.79,-1.5705578211,5550.63,504.05,0.1109623932,1512.15,0,-504.05,normal,False,,No driver activity this period.,0 transactions
ACC-0013,19,Mid-Market,Media,Monthly,0.0279,stable,110.7076,0.111188,0.151874,0.020521,1,-0.5,0,13226.34,13226.34,18,13226.34,112.2926,0.153555,0.01401,2,0.0279,0,0,0,increase,-1.585,-0.0141149105,-0.001681,0.006511,-1,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,23,False,0,0,15390.27,2.7745513743,-200.82,-0.0362037448,6041.92,1.0892347853,13226.34,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0014,19,SMB,Education,Multi-Year,0.0799,stable,91.1937,0.131929,0.142299,0.011168,1,0,0,9619.37,8146.12,18,9619.37,90.2799,0.13069,0.024405,1,0.0799,0,0,0,increase,0.9138,0.0101218544,0.011609,-0.013237,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,positive,stable,stable,True,True,False,False,False,False,0,24,False,0,0,-9843.33,-1.7745513743,9592.55,1.7293408618,8216.81,1.4813230358,9535.7033333333,41.8333333333,0.004406352,125.5,0,-41.8333333333,normal,False,,No driver activity this period.,0 transactions
ACC-0016,19,SMB,Education,Annual,0.0936,stable,43.526,-0.029036,0.068895,0.01064,1,0,0,2193.72,2193.72,18,2193.72,44.3559,0.072538,0.017752,1,0.0936,0,0,0,increase,-0.8299,-0.018710025,-0.003643,-0.007112,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,25,False,0,0,-9843.33,-1.7745513743,9592.55,1.7293408618,-8711.79,-1.5705578211,2193.72,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0017,19,Mid-Market,Healthcare,Annual,0.1074,stable,25.7333,0.011961,0.121797,0.011212,3,-0.4,0,2099.64,2099.64,18,2099.64,26.7308,0.105925,0.087814,5,0.1074,0,0,0,increase,-0.9975,-0.0373165038,0.015872,-0.076602,-2,-0.4,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,positive,positive,positive,stable,False,True,False,False,False,False,0,26,False,0,0,15390.27,2.7745513743,-694.86,-0.1252690673,-8711.79,-1.5705578211,2099.64,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0019,19,Mid-Market,Real Estate,Annual,0.1741,growth,93.2071,0.139575,0.124836,0.015449,1,0,0,9404.88,8962.21,18,8420.71,87.2187,0.116838,0.018435,1,0.1741,984.17,0.1168749428,984.17,increase,5.9884,0.0686595879,0.007998,-0.002986,0,0,0,INV-2026-07-002,2026-07-16T10:00:00,Expansion,984.17,Feature_Upgrade,1,"[""INV-2026-07-002""]","[""2026-07-16T10:00:00""]","[""Expansion""]",[984.17],"[""Feature_Upgrade""]",984.17,0,984.17,0,0,984.17,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-07-002,2026-07-16T10:00:00,Expansion,984.17,Feature_Upgrade,984.17,0,Expansion,Feature_Upgrade,984.17,1,,,0,0,Expansion,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.103759621,7,False,984.17,0.1774257519,15390.27,2.7745513743,341.49,0.0615636729,-8711.79,-1.5705578211,8641.1933333333,-220.4833333333,-0.0242765304,0,-661.45,1204.6533333333,normal,False,,Expansion +984.1700,1 transactions; largest INV-2026-07-002 +984.1700 (Feature_Upgrade)
ACC-0020,19,SMB,Energy,Annual,0.1079,decline,38.8024,0.112975,0.109929,0.019206,2,0,0,1860.28,1860.28,18,1918.69,36.8569,0.106559,0.019274,2,0.1079,-58.41,-0.0304426458,58.41,decrease,1.9455,0.0527852315,0.00337,-0.000068,0,0,0,CR-2026-07-002,2026-07-19T10:00:00,Contraction,-58.41,Contract_Downgrade,1,"[""CR-2026-07-002""]","[""2026-07-19T10:00:00""]","[""Contraction""]",[-58.41],"[""Contract_Downgrade""]",-58.41,0,0,-58.41,0,0,-58.41,0,0,0,0,0,0,1,0,0,0,0,CR-2026-07-002,2026-07-19T10:00:00,Contraction,-58.41,Contract_Downgrade,0,-58.41,Contraction,Contract_Downgrade,-58.41,1,,,0,0,Contraction,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.0143852435,16,False,-58.41,-0.0105301301,-9843.33,-1.7745513743,205.54,0.0370546644,-8711.79,-1.5705578211,1785.3633333333,18.9533333333,0.0131617421,199.99,-143.13,-77.3633333333,unusual_decrease,False,,Contraction -58.4100,1 transactions; largest CR-2026-07-002 -58.4100 (Contract_Downgrade)
ACC-0021,19,SMB,Real Estate,Multi-Year,0.0846,stable,38.0602,0.039142,0.087417,0.016971,1,0,0,2062.62,1561.82,18,2062.62,34.6552,0.07542,0.01055,1,0.0846,0,0,0,increase,3.405,0.0982536531,0.011997,0.006421,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,27,False,0,0,-9843.33,-1.7745513743,341.49,0.0615636729,8216.81,1.4813230358,2062.62,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
